gen-17,input-1,output-1,feedback-1,action
40,42,55,43,39,44,38,59,25,35,27,25,15,17,10,5,5,13,34,60,i
28,49,48,39,45,46,40,62,28,35,25,31,22,20,11,8,7,16,28,54,i
28,46,51,45,49,41,41,51,31,41,30,27,14,16,15,3,6,8,20,40,i
29,50,53,47,38,34,32,50,18,34,20,19,12,14,12,5,8,13,23,41,i
25,50,63,36,45,38,35,46,14,28,19,18,11,12,12,3,9,15,17,36,i
43,54,56,45,41,41,44,49,25,30,24,17,12,15,5,1,3,7,24,37,i
36,52,54,42,34,31,32,41,10,31,16,20,14,14,10,5,6,14,21,39,i
30,34,41,32,32,25,32,32,16,18,22,13,7,15,5,1,1,5,15,31,i
29,54,47,38,43,39,42,58,23,36,29,24,15,16,10,4,8,14,26,47,i
37,55,49,42,35,34,35,46,18,36,17,25,20,11,4,6,2,9,29,45,i
22,52,31,42,41,39,37,54,25,33,19,21,14,15,9,4,5,8,16,29,t
29,63,38,48,55,41,50,64,25,43,24,30,20,17,10,6,3,8,17,42,t
34,52,46,35,36,38,43,46,17,35,20,30,20,22,12,9,3,12,25,53,t
39,44,40,54,43,32,40,55,31,34,28,26,9,12,9,1,1,4,31,48,t
35,65,51,54,57,48,48,63,34,33,28,24,12,15,12,3,8,10,23,35,t
43,64,59,54,64,45,49,67,37,46,33,32,19,14,9,9,4,5,28,49,t
28,26,29,28,21,21,20,36,16,22,12,16,10,5,2,4,1,4,20,29,t
30,53,50,53,54,46,46,71,37,45,31,43,25,21,10,8,1,10,35,66,t
45,54,50,58,55,45,51,58,32,34,37,22,7,19,10,3,1,2,25,46,t
48,59,69,54,56,45,47,67,28,42,30,34,21,17,12,9,6,14,35,66,t
45,58,67,63,60,55,60,71,36,47,39,35,19,24,12,2,3,11,33,60,t
49,55,55,57,46,41,42,58,28,33,26,21,10,11,7,2,4,8,35,47,t
34,39,47,54,40,42,43,66,32,46,36,31,13,20,17,1,8,15,34,57,t
37,53,56,63,54,46,36,67,31,39,29,24,14,19,11,6,5,9,19,44,t
23,50,31,33,32,28,31,38,21,24,16,13,9,9,4,2,3,4,17,23,t
43,63,55,60,56,51,57,76,35,45,35,31,21,20,8,4,5,13,37,59,t
36,46,47,47,45,39,32,50,27,33,29,22,7,13,16,4,8,9,22,39,t
30,36,54,37,37,34,27,47,15,34,19,24,16,15,13,7,7,15,21,48,t
26,48,58,42,43,39,34,61,28,41,25,31,17,14,16,7,9,15,29,54,t
48,45,59,47,42,47,38,60,33,39,27,30,19,12,11,5,8,13,35,52,t
25,45,38,46,53,38,39,64,33,35,37,29,13,18,11,8,4,7,26,53,t
30,42,41,37,42,27,30,47,21,40,28,25,13,11,12,9,4,6,24,50,t
37,53,64,56,54,51,45,65,36,38,33,30,17,18,10,2,6,12,28,46,t
35,52,43,50,39,36,34,50,25,33,30,15,6,13,7,3,4,5,25,36,t
42,51,51,43,42,54,48,62,29,36,24,29,20,23,13,5,5,14,30,57,t
36,55,56,50,56,52,51,72,41,45,40,28,14,17,14,2,9,12,33,52,t
42,30,46,35,30,32,28,40,14,27,20,23,15,11,5,6,3,10,25,41,t
42,61,60,50,53,46,50,74,27,41,24,30,19,12,11,6,9,17,36,60,t
37,53,55,40,41,41,37,67,24,39,21,31,22,12,10,9,9,17,31,56,t
33,44,41,38,30,40,32,44,19,28,19,17,9,16,14,4,7,11,20,38,t
40,60,32,36,50,43,52,60,31,27,22,33,22,15,3,9,1,6,29,46,t
29,47,54,49,46,39,36,49,27,36,23,24,15,16,9,2,2,6,14,33,t
35,42,63,56,47,42,30,55,29,39,30,23,14,15,11,6,5,8,25,47,t
25,61,51,33,54,39,45,55,27,27,19,30,22,16,5,8,4,11,22,40,t
35,53,58,34,28,32,33,42,10,32,15,14,12,11,8,2,7,15,28,44,t
36,43,43,40,46,40,43,48,27,24,31,26,12,21,8,5,1,7,27,48,t
43,61,60,56,49,50,45,65,30,40,32,21,14,19,13,2,9,15,33,54,t
46,61,57,57,58,48,47,62,31,42,28,27,16,13,8,5,2,4,22,40,t
42,55,60,50,49,50,56,65,36,38,34,33,20,20,8,2,4,13,42,63,t
49,36,49,54,46,46,42,58,31,33,36,24,8,17,12,4,4,6,28,48,t
32,55,50,45,56,55,53,64,34,35,30,35,19,23,14,3,6,13,19,41,t
25,47,39,40,46,31,37,47,20,36,18,27,19,11,6,5,1,6,19,37,t
46,58,62,47,49,52,50,65,30,43,29,27,21,18,12,6,9,16,35,58,t
30,49,54,40,49,38,38,43,19,34,20,27,19,14,9,8,2,7,20,42,t
40,53,55,60,53,48,45,68,35,37,29,30,17,18,8,6,2,7,29,50,t
27,46,35,32,41,44,43,57,33,29,28,26,15,16,7,1,5,10,25,40,t
41,55,69,51,63,57,56,73,39,42,33,39,21,22,17,5,8,16,34,63,t
31,39,42,36,36,34,29,35,22,17,10,13,11,8,3,2,2,3,10,15,t
33,38,51,32,26,42,26,48,20,33,18,22,20,15,7,8,6,14,28,46,t
36,53,54,50,48,48,46,60,34,43,33,29,12,19,17,1,9,12,23,37,t
42,64,58,58,62,55,51,68,38,40,32,30,16,21,16,6,7,10,24,45,t
26,39,34,31,39,20,32,40,17,23,18,27,15,10,5,8,2,7,24,41,t
26,31,42,28,33,38,33,44,20,27,20,26,12,15,13,1,6,13,19,36,t
37,44,43,36,36,38,34,46,21,36,20,27,16,15,14,7,6,10,20,40,t
25,59,55,41,47,36,41,52,17,36,19,26,22,15,8,7,6,14,19,40,t
42,52,53,41,39,41,39,52,19,33,27,19,15,17,8,6,7,14,30,51,t
33,42,40,43,35,44,45,52,25,30,30,23,13,27,13,2,4,13,29,53,t
44,62,62,47,49,41,43,53,19,36,21,22,13,8,10,3,8,12,24,37,t
37,55,47,48,41,39,38,53,21,29,19,16,9,14,10,3,6,9,14,27,t
32,43,50,44,42,45,35,59,30,33,27,24,13,18,15,7,9,13,27,51,t
28,50,51,48,36,34,34,49,19,26,22,19,13,21,9,3,6,15,23,42,t
29,44,39,38,28,32,26,43,18,38,18,17,9,8,12,4,6,7,21,33,t
28,46,42,45,36,27,32,52,19,47,27,26,20,13,6,6,2,8,25,50,t
40,48,55,40,42,40,44,45,13,24,16,23,18,17,7,8,3,12,26,49,t
37,33,41,35,36,35,32,43,25,30,22,27,16,10,6,6,2,5,22,36,t
39,53,45,51,46,34,41,44,22,31,26,17,9,10,5,2,1,2,24,35,t
35,62,53,60,51,42,41,62,35,39,26,26,12,14,13,4,6,7,24,37,t
37,59,51,38,45,43,35,58,24,36,12,29,23,9,10,9,7,12,23,44,t
33,43,49,39,34,38,35,54,27,36,19,29,17,11,11,5,6,11,28,45,t
20,41,31,31,46,31,40,48,30,29,24,33,17,15,8,5,1,5,18,36,t
27,40,43,36,37,41,40,49,28,35,23,30,21,20,11,6,3,11,30,53,t
42,49,45,49,39,38,43,53,25,32,27,18,4,15,14,1,7,9,24,35,t
42,41,46,45,50,33,39,47,23,30,32,24,8,10,8,5,1,2,28,48,t
38,58,58,57,62,37,43,59,29,37,36,22,10,12,9,5,6,7,25,43,t
38,45,53,43,33,32,30,45,22,29,19,17,5,6,12,2,8,9,27,37,t
49,62,66,56,43,52,50,65,29,44,25,29,16,15,15,2,8,15,38,56,t
41,59,60,53,53,40,41,59,23,36,19,29,22,10,4,7,2,9,27,49,t
30,48,41,40,53,38,41,51,27,40,29,29,16,15,11,9,2,3,17,39,t
21,38,42,38,37,41,35,58,26,31,21,25,14,19,14,5,7,14,21,44,t
35,56,43,38,49,42,53,60,26,34,19,31,19,13,8,6,3,9,29,48,t
43,44,55,52,47,41,38,63,30,41,30,27,17,13,9,6,5,9,29,52,t
41,58,50,49,43,36,40,57,17,42,25,25,16,11,10,3,7,14,30,51,t
24,41,41,41,35,32,30,46,27,28,20,16,9,13,8,2,4,6,17,28,t
48,40,53,49,40,37,33,48,25,24,23,21,12,8,2,4,1,5,32,44,t
44,59,58,58,51,43,47,68,27,38,32,26,18,17,5,8,4,11,37,59,t
35,57,43,44,45,42,37,55,22,40,16,23,16,11,15,6,9,11,13,29,t
37,52,52,51,58,42,48,55,29,38,33,25,12,18,14,4,5,7,20,42,t
28,51,54,38,43,38,36,59,27,38,19,32,24,11,6,8,4,11,29,52,t
21,50,51,44,45,31,29,50,21,35,27,17,11,13,9,6,6,8,17,37,t
35,44,51,53,46,31,36,56,25,39,36,22,12,14,5,6,2,5,26,47,t
31,51,51,40,45,47,41,62,26,45,25,32,20,20,15,6,6,13,18,47,t
29,58,52,43,42,36,40,49,17,31,16,17,13,13,9,1,6,12,19,36,t
35,47,59,48,46,47,35,59,26,33,23,20,11,9,10,1,8,11,19,33,t
32,47,49,39,43,37,35,56,23,38,18,31,23,14,8,8,4,11,21,46,t
28,52,51,50,54,53,48,73,36,36,29,33,20,25,15,6,8,17,29,57,t
30,49,49,44,43,44,41,50,29,33,22,26,15,18,12,3,3,8,24,44,t
33,48,47,40,44,37,40,51,24,29,25,21,11,10,7,3,6,9,23,33,t
40,48,61,51,49,46,37,58,23,40,28,25,15,17,13,7,6,12,26,53,t
38,45,53,55,53,42,42,58,33,38,32,29,16,19,11,8,2,5,25,50,t
24,55,53,43,47,43,40,54,26,34,21,27,18,19,10,4,3,10,20,44,t
35,56,44,41,47,39,48,44,20,26,22,14,8,16,11,2,6,8,17,29,t
25,35,39,36,34,27,25,47,24,25,19,21,13,10,4,5,3,7,22,35,t
25,45,33,35,43,41,38,57,30,36,27,31,24,20,7,8,3,10,23,47,t
54,70,57,51,56,54,52,61,37,37,29,27,16,13,10,6,6,7,35,47,t
41,49,48,38,36,32,36,51,16,35,25,26,16,14,12,8,9,16,30,52,t
44,62,52,51,51,49,48,59,29,36,26,27,19,20,11,9,5,11,35,57,t
28,52,47,32,37,33,29,46,21,34,13,25,21,11,9,9,6,11,21,39,t
30,57,58,52,50,44,36,59,23,44,31,29,20,22,13,9,7,14,21,50,t
33,70,53,53,66,55,60,77,32,42,30,39,24,25,14,9,7,16,27,56,t
35,38,55,44,41,42,42,48,30,25,30,24,11,21,9,1,2,9,29,47,t
40,44,54,57,51,40,35,52,25,40,30,22,11,16,13,5,4,6,17,40,t
30,39,50,38,32,46,34,48,24,29,20,25,16,22,13,3,5,13,18,40,t
39,47,47,49,42,44,38,52,23,35,30,15,4,14,14,1,7,8,23,39,t
36,45,37,47,48,28,44,50,23,36,30,25,10,13,9,6,1,2,22,43,t
32,61,49,46,44,36,37,53,18,44,23,20,15,10,10,1,8,13,20,34,t
26,44,41,34,33,40,34,46,23,31,21,22,17,18,5,3,2,9,19,34,t
42,41,46,35,37,38,42,47,21,25,23,27,14,13,6,3,2,10,33,49,t
46,54,56,47,46,48,45,55,35,35,33,21,9,13,12,1,9,10,32,40,t
31,58,47,56,46,45,39,62,28,36,29,23,11,22,14,5,6,11,24,48,t
37,51,53,60,58,39,47,64,29,44,38,33,17,19,8,6,1,7,28,54,t
31,55,57,49,46,47,39,56,23,32,22,16,14,14,9,1,8,13,18,33,t
35,35,55,44,41,50,37,50,31,33,24,26,15,17,12,1,4,10,26,44,t
47,53,51,55,50,49,43,59,36,37,33,24,11,15,13,3,7,8,27,40,t
33,50,47,54,50,40,45,59,29,40,34,27,17,21,8,5,1,6,22,48,t
30,39,39,25,36,20,33,35,14,23,16,23,14,8,6,8,3,7,21,39,t
28,38,38,32,32,35,29,46,20,32,17,18,8,7,12,2,7,8,15,28,t
30,50,39,46,47,32,39,50,18,32,18,27,14,13,12,8,4,8,19,40,t
27,47,39,43,47,34,35,50,27,37,25,32,21,14,8,8,3,7,21,39,t
34,48,42,43,39,36,42,50,26,29,23,24,19,19,3,3,1,10,33,50,t
25,49,32,22,30,24,29,42,16,30,12,21,13,5,9,6,8,10,20,30,t
46,51,61,47,36,49,37,62,25,42,28,26,19,21,13,9,9,17,33,58,t
29,47,46,37,35,31,23,45,13,37,20,14,11,4,10,6,9,10,20,35,t
32,55,41,52,60,43,47,60,32,41,35,28,15,15,8,5,3,4,20,36,t
50,50,56,58,50,46,41,71,33,58,33,35,20,12,14,9,5,7,33,62,t
34,66,47,47,56,54,49,68,34,42,25,30,17,20,17,8,8,11,21,44,t
38,50,58,50,61,46,49,58,23,34,32,30,16,22,12,7,3,11,25,57,t
40,50,51,48,47,40,42,50,30,26,30,18,5,11,9,1,5,6,33,44,t
24,43,55,31,43,33,39,44,20,28,23,25,14,12,10,1,7,14,24,41,t
39,48,41,55,58,40,37,60,32,38,34,29,15,13,8,9,1,2,26,50,t
39,52,52,49,37,49,44,63,33,39,22,28,16,18,16,3,9,15,32,49,t
22,43,45,32,37,36,40,53,25,30,23,31,15,19,13,5,6,14,25,46,t
33,48,58,60,47,39,34,55,24,37,31,21,15,19,6,3,2,8,19,41,t
37,47,51,49,40,43,36,57,28,33,23,25,12,17,15,5,8,13,27,45,t
35,38,45,40,37,33,37,45,27,30,23,23,12,8,5,2,1,4,33,45,t
32,55,48,38,55,37,51,57,25,29,25,31,16,18,10,8,4,10,25,48,t
36,52,63,58,50,53,42,65,27,49,34,22,13,20,15,1,8,14,24,47,t
41,62,59,55,50,45,39,65,28,50,35,27,14,18,16,7,9,12,26,49,t
18,49,43,35,41,24,31,49,14,41,23,21,13,11,11,6,6,10,15,39,t
32,33,44,38,33,36,31,44,18,26,22,21,12,18,11,3,5,12,18,38,t
39,53,62,52,58,40,41,57,27,40,28,27,15,8,10,5,5,7,24,43,t
35,49,46,45,46,45,45,54,27,28,25,24,9,18,15,3,6,9,17,35,t
47,51,62,56,51,50,41,70,33,55,34,39,22,17,17,8,8,14,33,62,t
33,68,64,58,63,56,50,84,36,48,34,32,20,18,12,7,9,15,29,54,t
34,51,36,36,34,35,25,45,14,31,12,17,9,6,12,6,8,9,15,27,t
40,52,51,42,54,40,52,63,28,39,26,38,23,14,7,7,1,8,29,56,t
39,52,52,52,53,46,46,60,37,45,38,28,15,19,14,5,5,6,26,50,t
30,64,51,37,44,30,37,54,20,41,14,23,19,5,8,8,7,9,20,38,t
17,44,46,26,40,40,37,47,19,29,12,27,22,16,11,5,7,16,17,38,t
32,43,43,43,42,45,38,53,30,32,25,31,21,26,12,8,3,11,20,47,t
28,50,42,43,45,42,39,64,37,39,34,28,12,18,15,6,8,10,29,49,t
35,46,59,45,42,47,40,60,28,30,22,27,16,12,10,2,8,16,34,49,t
38,53,53,45,57,47,52,62,35,33,28,34,19,20,11,7,4,10,30,53,t
19,42,41,28,32,30,30,35,15,24,21,12,7,13,10,2,7,10,14,25,t
32,41,52,44,45,49,43,58,34,33,29,36,22,24,10,6,2,11,29,56,t
47,45,59,50,52,47,54,59,33,37,34,33,16,17,10,2,1,8,41,66,t
42,51,51,44,42,46,44,55,24,27,21,24,14,13,7,2,3,10,32,51,t
37,50,43,44,36,44,37,52,25,32,21,19,15,16,7,4,4,9,24,37,t
40,50,54,46,40,46,41,58,26,37,25,23,10,15,17,5,9,12,27,47,t
39,56,55,50,43,41,41,57,26,31,21,18,12,11,5,2,4,8,27,39,t
52,54,57,52,48,50,48,61,28,39,24,28,19,13,8,7,4,9,32,50,t
39,44,37,40,47,31,37,45,23,27,24,25,12,8,6,5,1,2,19,36,t
39,41,41,38,34,43,35,45,28,31,22,24,15,14,10,4,4,7,23,38,t
34,50,55,50,48,31,32,47,20,34,22,15,9,5,4,3,1,2,22,38,t
33,42,39,35,40,31,36,46,25,21,22,21,12,11,4,5,3,7,27,40,t
33,52,35,36,44,37,42,51,27,30,22,29,19,16,8,8,4,8,21,38,t
38,43,49,43,36,44,34,53,22,29,17,20,15,14,7,4,3,9,20,39,t
28,56,39,36,41,29,37,41,22,31,20,19,13,9,5,4,3,4,20,30,t
37,44,39,44,38,32,35,50,20,32,22,25,13,11,7,8,2,6,30,48,t
34,45,58,44,44,43,39,49,26,30,26,23,10,13,11,1,5,10,28,44,t
37,52,44,36,41,50,39,55,23,36,19,29,21,14,10,5,6,13,22,39,t
39,47,52,51,40,46,44,59,25,32,21,26,19,17,5,2,1,10,27,48,t
39,46,50,56,34,43,34,59,29,42,27,19,11,16,13,3,7,10,28,44,t
32,37,53,35,38,40,41,42,23,29,18,24,18,14,6,1,1,9,28,46,t
34,39,49,38,29,35,34,45,17,27,20,19,15,16,3,2,2,11,28,45,t
33,47,60,47,44,41,42,65,30,45,29,34,19,18,15,6,8,17,37,62,t
46,53,55,47,51,49,57,62,33,27,29,29,17,20,5,4,2,10,37,55,t
25,53,35,41,46,44,48,60,26,38,25,33,23,23,8,6,1,10,21,48,t
35,50,51,42,36,49,35,63,29,40,22,26,20,16,10,5,7,14,27,46,t
41,65,44,38,40,44,38,55,22,30,15,17,13,12,9,8,8,10,21,33,t
31,52,48,38,38,36,38,57,16,35,19,24,16,15,12,8,9,16,23,44,t
31,51,38,48,47,39,46,52,33,33,31,25,8,19,12,1,3,4,17,30,t
35,28,57,46,31,46,31,54,24,38,30,26,13,21,16,1,7,16,25,52,t
39,40,40,42,40,39,45,60,23,31,27,26,13,15,9,2,5,13,33,54,t
18,45,43,40,45,25,27,50,17,35,18,21,14,7,7,6,4,7,13,34,t
30,56,59,43,55,45,42,61,32,38,28,34,21,20,13,8,6,13,26,53,t
39,46,53,49,50,41,43,52,33,33,28,25,11,13,9,4,2,3,26,41,t
38,37,53,36,36,37,40,41,18,20,16,19,14,11,2,2,1,8,25,37,t
37,34,43,41,33,30,31,43,19,28,22,15,8,8,6,5,2,4,29,44,t
26,64,52,50,47,32,38,57,13,38,25,18,16,17,6,8,5,12,21,46,t
37,37,45,36,40,38,41,50,28,30,22,25,16,11,7,2,3,8,30,47,t
25,46,42,37,43,36,40,55,33,38,23,29,13,9,13,3,6,7,28,42,t
33,31,45,37,38,34,29,52,24,33,21,23,14,8,8,5,4,7,21,42,t
43,49,63,59,57,53,52,78,38,51,39,42,24,22,14,6,5,14,38,71,t
36,52,50,42,43,45,46,61,25,47,30,34,24,23,12,8,5,14,29,57,t
35,54,42,37,49,41,53,59,30,35,28,37,20,21,11,7,3,11,32,56,t
41,58,57,49,37,33,32,55,17,41,19,25,23,13,5,9,4,13,33,57,t
34,47,50,45,58,51,51,71,34,41,34,40,25,22,11,9,4,13,31,63,t
43,57,58,56,57,45,44,63,29,43,33,22,11,13,10,5,5,6,24,43,t
37,47,45,40,43,47,52,58,33,26,27,29,17,21,10,1,6,15,36,53,t
36,44,51,49,41,41,49,48,24,30,28,24,13,22,10,1,2,10,31,50,t
35,37,36,37,35,30,35,44,17,29,26,19,7,11,10,1,4,8,24,41,t
41,50,74,54,52,38,44,57,28,42,29,28,19,14,9,3,5,12,33,56,t
43,67,58,53,66,59,58,79,42,46,32,38,22,20,15,9,7,11,29,57,t
36,50,44,46,47,50,40,59,31,36,27,22,9,16,16,4,8,9,19,34,t
42,52,58,58,62,48,51,68,38,35,34,33,20,20,6,5,1,7,27,51,t
39,59,56,49,46,37,38,55,25,41,32,19,11,13,12,5,9,11,29,47,t
41,61,68,57,51,43,47,60,21,36,31,22,15,21,10,5,7,16,32,58,t
44,73,53,54,62,46,55,68,33,46,34,30,18,15,8,8,4,6,30,49,t
39,51,60,47,48,48,37,62,26,34,19,27,16,16,14,9,8,13,20,42,t
27,55,46,49,56,50,49,64,34,37,27,33,21,23,12,5,3,10,23,50,t
37,42,53,39,31,31,28,41,14,31,13,22,19,11,4,5,3,12,27,43,t
28,58,54,36,42,42,49,60,26,34,22,29,16,16,13,4,9,17,33,50,t
29,45,49,41,46,40,35,64,28,46,28,33,23,11,6,9,3,8,28,53,t
18,51,30,34,35,25,29,46,18,28,20,19,7,9,11,4,8,10,19,29,t
36,53,48,45,44,41,41,52,28,34,26,23,19,18,7,3,4,11,31,51,t
43,42,40,45,38,34,32,46,26,25,28,16,6,11,4,3,1,2,26,38,t
35,37,45,30,33,40,36,43,19,22,16,23,17,13,4,1,2,11,25,42,t
42,48,62,50,48,50,48,64,35,40,33,32,18,19,14,2,8,16,41,62,t
25,42,37,34,41,40,42,50,30,28,21,31,19,22,12,6,3,10,25,48,t
33,62,49,52,54,40,45,63,29,41,29,27,17,15,9,3,6,11,25,44,t
40,52,52,37,38,46,42,53,18,33,16,25,18,16,15,5,9,17,23,47,t
19,36,35,32,23,30,27,41,16,27,17,18,11,17,9,2,4,11,16,31,t
30,70,62,47,46,43,40,60,24,41,14,23,18,10,12,4,9,14,24,41,t
34,51,55,47,43,59,45,61,28,44,28,29,19,24,17,2,8,16,20,42,t
33,54,48,50,55,50,43,68,31,50,31,32,17,15,18,4,9,13,23,47,t
34,52,57,54,51,42,39,63,25,44,34,32,20,20,11,6,5,14,29,59,t
32,53,43,48,54,41,35,58,28,36,30,26,14,16,10,9,4,6,19,41,t
39,51,58,37,43,45,46,49,20,37,22,31,22,17,11,5,5,14,26,48,t
43,67,59,53,58,47,55,62,30,34,30,26,13,16,11,4,7,11,30,46,t
30,50,51,45,42,32,33,47,15,37,27,18,14,17,7,6,4,10,20,41,t
40,55,61,52,37,34,36,46,17,37,21,18,11,13,11,3,6,11,27,43,t
39,54,64,58,59,41,48,58,26,38,34,29,16,20,8,6,2,8,25,49,t
33,56,51,41,44,42,35,46,25,30,20,21,16,15,8,7,5,8,16,30,t
43,40,54,56,48,34,34,45,20,28,34,12,5,11,2,1,1,2,18,30,t
39,44,64,55,50,41,42,46,24,33,31,21,11,21,12,2,3,8,19,41,t
34,50,49,42,38,45,36,56,17,34,17,24,19,17,8,7,4,13,20,44,t
45,43,47,36,35,44,44,57,27,29,20,31,21,12,8,4,7,16,38,53,t
31,63,34,35,49,36,52,59,24,39,25,32,19,19,13,9,6,12,26,50,t
26,57,43,50,57,43,47,68,40,43,31,31,14,15,12,4,3,4,23,43,t
33,49,55,43,43,40,41,49,26,35,26,20,10,18,15,2,7,11,24,43,t
27,48,50,41,50,35,47,51,24,23,27,25,14,22,9,4,4,13,27,52,t
39,47,45,45,46,33,44,53,23,31,27,20,9,11,6,1,2,6,29,47,t
35,47,51,37,47,42,42,48,36,24,23,24,14,11,4,4,2,3,27,35,t
29,46,47,48,42,33,33,56,17,37,21,26,17,19,11,8,4,12,19,48,t
32,64,53,64,66,46,51,75,34,50,36,30,17,16,12,5,7,10,24,45,t
41,56,59,46,45,41,43,58,25,35,20,27,20,12,6,6,5,12,34,51,t
31,51,54,54,49,40,36,58,24,35,28,19,12,15,6,3,4,9,22,39,t
41,46,47,44,37,43,39,50,29,27,21,22,10,13,9,2,3,6,28,40,t
29,43,38,31,51,39,50,54,29,35,26,39,25,19,9,9,2,9,24,50,t
39,51,54,52,34,44,38,56,22,36,28,23,14,22,12,4,7,16,32,53,t
34,49,44,42,42,36,43,48,29,32,28,22,10,13,10,2,4,6,31,44,t
31,36,52,36,34,35,32,50,20,35,26,26,13,14,12,4,7,14,27,46,t
21,56,48,40,46,46,41,63,29,39,24,32,23,22,14,6,8,17,24,51,t
25,48,49,43,49,49,44,60,38,35,25,31,16,19,13,3,5,10,25,42,t
43,58,54,45,49,45,52,64,28,37,26,33,21,19,10,8,6,14,32,54,t
44,55,70,54,50,49,51,63,30,42,32,30,16,20,14,2,7,15,34,56,t
34,41,51,44,32,37,36,55,19,30,18,18,14,16,7,2,5,14,25,44,t
34,37,39,46,38,32,32,53,21,31,25,18,7,12,7,3,1,4,20,41,t
38,52,63,43,45,43,41,55,19,30,23,18,13,16,11,4,9,17,30,53,t
43,42,58,46,36,50,40,48,24,17,17,22,14,18,7,1,3,12,27,42,t
32,40,45,32,38,32,33,39,22,19,18,15,7,9,6,2,3,5,19,31,t
27,53,60,48,46,36,46,59,22,39,31,24,12,21,14,2,7,16,32,59,t
40,51,54,44,41,40,37,52,26,29,23,24,16,18,9,6,5,11,25,46,t
40,51,66,50,51,52,38,67,23,44,27,30,22,16,12,9,7,15,27,58,t
32,41,44,45,37,30,31,41,18,27,27,17,6,12,8,1,4,8,25,37,t
36,64,59,42,51,40,47,56,22,33,22,24,14,10,9,3,8,13,27,40,t
36,43,41,34,37,39,36,44,21,25,18,19,12,13,7,3,4,8,19,31,t
49,50,46,48,34,46,39,48,25,26,19,18,10,16,9,1,3,8,29,42,t
46,47,56,56,42,45,38,66,28,47,30,32,16,16,16,8,7,13,36,63,t
29,44,44,52,54,40,46,62,32,40,33,32,16,18,11,4,2,7,27,54,t
33,59,45,53,52,39,45,58,30,33,28,27,11,19,12,7,3,5,21,41,t
41,52,53,50,53,45,52,51,31,33,34,27,12,21,11,1,2,6,26,45,t
42,51,61,58,48,38,37,49,21,35,28,14,6,12,11,2,5,6,18,34,t
34,49,44,43,50,27,35,51,26,40,29,31,18,9,5,9,1,2,22,42,t
41,58,55,44,55,53,47,69,35,40,29,33,21,15,12,9,9,13,29,47,t
35,55,46,42,51,47,42,61,25,35,15,26,22,12,7,8,4,9,17,39,t
40,51,52,49,50,44,41,63,28,43,28,29,22,14,9,7,7,13,29,50,t
28,54,47,35,43,31,39,47,22,36,19,25,16,10,12,5,7,10,22,40,t
25,51,43,36,43,36,33,52,21,39,24,25,15,13,12,9,6,9,19,42,t
41,55,51,41,43,34,37,44,14,30,12,23,20,9,3,8,1,7,22,39,t
46,45,58,57,56,54,43,68,36,43,39,28,12,17,16,6,8,9,26,49,t
33,53,50,41,45,34,44,44,22,24,26,21,15,16,3,4,2,8,26,42,t
46,61,50,45,52,50,52,61,30,32,27,24,14,14,9,3,6,9,25,41,t
23,54,49,39,47,39,44,53,30,25,24,26,12,19,14,5,8,13,25,42,t
24,61,41,39,50,34,41,54,23,31,23,26,19,15,5,6,4,10,21,40,t
39,48,49,45,46,46,44,55,28,34,29,29,19,17,5,3,2,9,26,42,t
47,45,61,50,37,47,37,52,26,39,26,23,11,14,17,3,9,13,33,51,t
21,42,41,34,35,30,28,46,19,27,18,19,9,9,11,3,7,10,16,31,t
